PID,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,SalePrice,MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type,Sale Condition
533208070,35.0,4251,7,2006,2007,0.0,0.0,625.0,625.0,625,625,1250,0.0,2,1,2,1,5,0,2006.0,2.0,528.0,0,54,0,164700,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,New,Partial
533213130,24.0,2280,6,1999,1999,342.0,565.0,179.0,744.0,757,744,1501,1.0,2,1,3,1,6,1,1999.0,2.0,440.0,0,0,0,176500,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Detchd,Unf,TA,TA,Y,WD ,Normal
533213140,34.0,3230,6,1999,1999,1129.0,419.0,310.0,729.0,729,729,1458,0.0,2,1,2,1,5,1,1999.0,2.0,440.0,0,32,0,176000,FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,WD ,Normal
533221030,68.0,2117,6,2000,2000,513.0,420.0,336.0,756.0,756,756,1512,0.0,2,1,2,1,4,1,2000.0,2.0,440.0,0,32,0,168500,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,WD ,Normal
533221060,24.0,2117,6,2000,2000,216.0,417.0,339.0,756.0,769,804,1573,0.0,2,1,3,1,4,0,2000.0,2.0,440.0,0,32,0,177000,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
533221100,68.0,2117,6,2000,2000,456.0,436.0,320.0,756.0,769,756,1525,0.0,2,1,3,1,5,1,2000.0,2.0,440.0,0,0,0,177000,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,WD ,Normal
533223050,68.0,5105,7,2004,2004,0.0,239.0,312.0,551.0,551,551,1102,0.0,2,1,2,1,4,0,2004.0,2.0,480.0,0,60,0,148800,FV,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
533236040,24.0,2645,8,1999,2000,456.0,0.0,776.0,776.0,764,677,1441,0.0,2,1,2,1,5,0,1999.0,2.0,492.0,206,0,0,174000,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
533241030,66.0,7399,7,1997,1998,1600.0,649.0,326.0,975.0,975,975,1950,0.0,2,1,3,1,7,1,1997.0,2.0,576.0,0,10,0,239000,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Detchd,RFn,TA,TA,Y,WD ,Normal
533242080,73.0,7321,7,1999,2000,0.0,0.0,1339.0,1339.0,1358,0,1358,0.0,2,0,3,1,5,0,1999.0,2.0,625.0,176,174,0,204000,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,COD,Normal
533242090,68.0,8010,8,2003,2004,0.0,964.0,90.0,1054.0,1072,976,2048,1.0,2,1,3,1,8,2,2003.0,2.0,552.0,0,48,0,301000,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,Normal
533244040,106.0,8413,8,1998,1998,0.0,901.0,319.0,1220.0,1220,1142,2362,1.0,2,1,3,1,8,2,1998.0,2.0,1105.0,147,0,36,312500,FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,Gd,TA,Y,WD ,Normal
533250190,50.0,9466,8,1994,1995,0.0,457.0,0.0,1494.0,1494,0,1494,1.0,1,1,1,1,5,1,1994.0,2.0,478.0,0,30,0,279700,RL,Pave,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal
533251110,80.0,12000,7,1980,1980,600.0,1732.0,270.0,2002.0,2362,0,2362,1.0,2,1,3,1,8,1,1980.0,2.0,546.0,180,16,0,255000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,MetalSd,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,Gd,TA,Y,WD ,Normal
533251130,68.0,16157,5,1978,1978,0.0,680.0,289.0,1360.0,1432,0,1432,1.0,1,1,2,1,5,1,1978.0,2.0,588.0,168,180,0,194000,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,Normal
533252130,90.0,10768,5,1976,2004,0.0,1157.0,280.0,1437.0,1437,0,1437,1.0,2,0,3,1,6,1,1976.0,2.0,528.0,0,21,0,218000,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,WD ,Normal
533253180,40.0,3840,8,1978,1998,0.0,881.0,0.0,1057.0,1295,0,1295,1.0,1,0,1,1,4,2,1978.0,2.0,571.0,133,89,0,213750,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Wd Sdng,Plywood,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal
533254100,80.0,9600,6,1976,1994,360.0,0.0,528.0,528.0,1094,761,1855,0.0,2,1,3,1,7,1,1976.0,2.0,512.0,113,100,0,187000,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal
533254130,80.0,9600,6,1976,1976,0.0,978.0,284.0,1262.0,1262,0,1262,0.0,2,0,3,1,6,1,1976.0,2.0,460.0,298,0,0,181500,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal
533352075,68.0,18890,5,1977,1977,1.0,498.0,652.0,1361.0,1361,1259,2620,0.0,2,2,4,2,12,1,1977.0,2.0,600.0,155,24,145,190000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,Shed,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,RFn,TA,TA,N,WD ,Normal
534104090,68.0,7050,7,2001,2001,0.0,738.0,319.0,1057.0,1057,872,1929,1.0,2,1,3,1,7,1,2001.0,2.0,650.0,0,235,0,226000,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal
534125120,78.0,11700,6,1968,1968,41.0,0.0,912.0,912.0,1152,0,1152,1.0,1,1,3,1,7,0,1968.0,2.0,412.0,0,126,0,143450,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,CWD,Normal
534127080,80.0,8000,6,1970,1970,525.0,915.0,93.0,1008.0,1403,1008,2411,1.0,2,1,4,1,8,1,1970.0,2.0,570.0,0,192,0,240050,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,RFn,TA,TA,Y,WD ,Normal
534127140,68.0,8723,6,1969,1969,0.0,973.0,0.0,973.0,1082,0,1082,1.0,1,0,3,1,6,0,1969.0,2.0,480.0,160,0,0,162500,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,Normal
534127260,130.0,11700,6,1968,1968,196.0,910.0,385.0,1295.0,1295,0,1295,1.0,1,1,3,1,6,0,1968.0,2.0,528.0,0,194,0,164000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,WD ,Normal
534128090,108.0,11358,7,1972,1987,0.0,346.0,778.0,1124.0,1610,0,1610,0.0,2,0,3,1,8,1,1972.0,2.0,515.0,202,0,0,185000,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal
534151090,80.0,9547,7,1993,1993,112.0,0.0,1594.0,1594.0,1594,0,1594,0.0,2,0,2,1,6,1,1993.0,2.0,472.0,190,80,0,188500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal
534151180,78.0,10530,7,1993,1993,194.0,819.0,329.0,1148.0,1091,984,2075,1.0,2,1,3,1,8,1,1993.0,2.0,473.0,235,86,0,255000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,WD ,Normal
534175010,68.0,11500,5,1976,1976,164.0,0.0,1680.0,1680.0,1680,0,1680,0.0,2,0,4,2,8,0,1976.0,2.0,528.0,0,0,0,136905,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
534176140,88.0,10738,6,1966,1966,0.0,792.0,301.0,1093.0,1093,0,1093,1.0,2,0,3,1,6,1,1966.0,2.0,484.0,224,0,0,158500,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,WD ,Normal
534177210,80.0,9600,7,1973,1973,320.0,916.0,326.0,1242.0,1242,0,1242,0.0,1,1,3,1,6,1,1973.0,2.0,528.0,0,0,0,175500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,Normal
534178010,80.0,10800,6,1963,1963,203.0,617.0,171.0,1052.0,1052,0,1052,1.0,1,0,3,1,6,0,1963.0,1.0,311.0,0,133,0,127000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,COD,Normal
534201040,70.0,8050,5,1967,1993,0.0,474.0,437.0,949.0,1107,0,1107,1.0,1,0,3,1,5,0,1967.0,1.0,308.0,88,64,0,127000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,Normal
534202030,68.0,10355,5,1967,1967,196.0,695.0,519.0,1214.0,1214,0,1214,0.0,2,0,3,1,5,1,1967.0,1.0,318.0,0,111,0,143000,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,WD ,Normal
534204120,79.0,10289,5,1965,1965,168.0,836.0,237.0,1073.0,1073,0,1073,1.0,1,1,3,1,6,0,1965.0,2.0,515.0,0,0,0,156000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,Normal
534252040,68.0,9503,5,1958,1983,0.0,457.0,193.0,1024.0,1344,0,1344,1.0,1,0,2,1,6,1,1970.0,1.0,484.0,316,28,0,144000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Min1,TA,Detchd,Unf,TA,TA,Y,WD ,Normal
534252060,68.0,10624,5,1964,1964,84.0,40.0,1424.0,1728.0,1728,0,1728,0.0,2,0,6,2,10,0,2002.0,1.0,352.0,155,0,0,119000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
534252070,68.0,10899,4,1964,1964,0.0,0.0,0.0,0.0,1224,0,1224,0.0,2,0,2,2,8,0,1964.0,3.0,530.0,0,0,0,103000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,N,SBrkr,TA,Typ,None,CarPort,Unf,TA,TA,Y,WD ,Normal
534252110,68.0,12342,5,1960,1978,0.0,0.0,978.0,978.0,1422,0,1422,0.0,1,0,3,1,6,1,1960.0,1.0,286.0,0,0,36,139900,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Min1,TA,Attchd,RFn,TA,TA,Y,WD ,Normal
534275170,68.0,12772,6,1960,1998,0.0,498.0,460.0,958.0,958,0,958,0.0,1,0,2,1,5,0,1960.0,1.0,301.0,0,0,0,151500,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,Normal
534275220,80.0,8892,5,1960,1960,66.0,0.0,1065.0,1065.0,1065,0,1065,0.0,1,1,3,1,6,0,1974.0,2.0,461.0,74,0,0,126500,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,COD,Normal
534276070,65.0,10482,6,1958,1958,63.0,507.0,81.0,588.0,1138,0,1138,0.0,1,0,3,1,6,0,1958.0,1.0,264.0,224,0,0,145000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,Normal
534276160,70.0,7535,5,1958,1985,0.0,111.0,522.0,912.0,912,0,912,0.0,1,0,2,1,5,0,1958.0,1.0,297.0,12,285,0,120000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,Fa,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,WD ,Normal
534276180,74.0,7450,5,1956,1956,0.0,438.0,250.0,894.0,1074,0,1074,0.0,1,0,2,1,6,1,1966.0,2.0,396.0,0,72,0,124000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,Gd,Y,SBrkr,Gd,Min1,Gd,Detchd,Unf,TA,TA,Y,WD ,Normal
534276290,68.0,8339,5,1959,1959,0.0,0.0,0.0,0.0,882,0,882,0.0,1,0,3,1,5,0,1959.0,1.0,294.0,0,0,0,106500,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,Normal
534278150,68.0,14357,5,1961,1961,0.0,311.0,386.0,864.0,1187,0,1187,1.0,1,0,2,1,6,1,1961.0,2.0,440.0,128,0,0,140500,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,CWD,Normal
534278170,76.0,8243,5,1961,1961,56.0,700.0,264.0,964.0,964,0,964,0.0,1,0,3,1,5,1,1985.0,2.0,784.0,170,0,0,137500,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Detchd,Fin,TA,TA,Y,WD ,Normal
534278190,70.0,8680,5,1960,1960,0.0,0.0,894.0,894.0,894,0,894,0.0,1,0,3,1,5,0,1965.0,1.0,312.0,0,0,0,117600,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,Normal
534401120,80.0,8800,7,1966,1966,202.0,654.0,520.0,1174.0,1200,0,1200,0.0,2,0,3,1,6,1,1966.0,2.0,440.0,0,0,0,163500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,CWD,Normal
534401200,80.0,9200,6,1965,1965,98.0,494.0,548.0,1042.0,1042,0,1042,0.0,2,0,3,1,5,0,1965.0,2.0,440.0,192,0,0,161000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,Normal
534403040,85.0,9350,6,1964,1991,108.0,270.0,452.0,1302.0,1302,0,1302,0.0,2,0,3,1,7,0,1964.0,1.0,309.0,333,0,0,158000,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Min1,None,Attchd,RFn,TA,TA,Y,CWD,Normal
534403290,80.0,8800,6,1964,1997,306.0,414.0,431.0,845.0,845,1309,2154,0.0,2,1,5,1,8,1,1964.0,2.0,539.0,0,0,0,224500,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal
534403420,68.0,11382,6,1964,1964,212.0,54.0,533.0,1130.0,1374,0,1374,0.0,1,0,3,1,7,1,1964.0,1.0,286.0,0,28,84,147000,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal
534425015,68.0,22002,6,1959,1991,136.0,1386.0,206.0,1592.0,1652,0,1652,1.0,1,1,3,1,6,1,1959.0,2.0,510.0,0,0,0,200000,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal
534425080,68.0,14585,6,1960,1987,85.0,594.0,331.0,1144.0,1429,0,1429,0.0,1,0,3,1,7,2,1960.0,2.0,572.0,216,110,0,181900,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,WD ,Normal
